,0
388,boarded international flight from New Delhi Philadelphia via Brussels There was snowstorm Philadelphia the day was supposed reach there When reached Brussels came know that flight was cancelled There was absolutely official help the entire airport far was allowed based passport and visa NOT SINGLE AIRLINE OFFICIAL tell you about flight cancellation had clue for next hours Finally one official arrived She kept saying sorry but didn give any accomodation for overnight stay eating vouchers upgradation business class extra leg space seats make for all harrassment was caused All passengers going other destinations were held Delhi but American Airlines didn find necessary inform its passengers spent wifi connect with family eating and drinking Also several their flights dont have flight entertainment available for intercontinental flights was stuck for hours
389,NEVER EVER RECOMMENDING THIS AIRLINE EVER ANY ONE AGAIN PLEASE DONT TAKE Delta much better and you have many other options for international flights
390,CAN HELP WILL NEVER FLY AMERICAN AIRLINES AGAIN you think Spirit bad least they warn you about what kind service you will face American Airlines they just keep changing their story FROM ONE PERSON THE NEXT canceling your flight then saying there nothing they will about you just need pay more you want THE WORST CUSTOMER SERVICE HAVE EVER HAD DEAL WITH WHEN FLYING
391,the end left paying extra for flight booked back December but THEY lost canceled messed the reservation MULTIPLE TIMES over the phone and all told how there one within American Airlines who deals with customer service but can always send email want
392,First time flying american airlines can say extremely satisfied stewardess named Louise flight san phoenix awesome best attendant ever very friendly and willing help all the time And Bret phoenix las and counter american airline san diego her name Faye great she smiles and very accomodating and friendly will definitely use american airlines again
393,recently used American Airlines There were only employees that were friendly The first employee helped book our tickets that had been cancelled She was very friendly However the return trip things quickly went downhill When the first lady had booked our tickets she had put both tickets one card called see about transferring the cost one ticket different card The lady said that could but would have the Airline front desk got the airport early that could resolve this issue The lady the front was VERY rude and her manager was even worse They refused and said that they couldn that and that would have take with credit card company Then get halfway through our return flight and turn around because door wasn closed Shouldn this checklist before you can take off This made everyone miss their connecting flight They called ahead and had everyone rescheduled The lady that gave the new ticket was rude and didn tell were different timed flights Another lady the second good employee fixed last minute made sure the luggage arrived time well
394,Seats were changed for and children special needs children were NOT sitting next one another Additionally the airline fighting providing refund for the premium seats that never was given
395,Due mechanical issue with our plane missed our connection Boston from Charlotte When finally arriving rechecked our luggage and were assured had seat the next flight Boston and report the gate for seat assignment However that gate were told would STAND didn make the flight but our luggage DID make were then told that our party would first line the next wait list and were assured would travel party four and there WAS availability for four BUT one our party members was listed out order even though checked the same time were and were told they HAD take stand passengers the order which they were listed even though had been promised able travel together group The Supervisor would not budge that rule and while were discussing other standby passengers were cleared for those seats that point they found confirmed seats through LGA the following day was nightmare
396,bright note the following morning Chris was the desk and was able change our seats for nonstop Boston
397,Full Service airline dont think they make Tigerair Australia look good checking Miami for the flight Dallas the pedantic agent made redistribute lbs gear from our bag our bag then despite being entitled additional bag and showing the agent the website they flatly refused allow check cabin bag and wanted charge When got the gate they announced that due the flight being full passengers could check their cabin bags free charge What bunch clowns flew JetBlue from New York Orlando dramas with Checking our bags did add extra bag online for AVOID American Airlines they are dreadful
398,the return flight from Miami Florida flight was delayed for hour because mechanical problems and the weather Upon landing Charolette airport were greeted with nothing but rude employees and unhelpful remarks Our connecting flight had already left and there wasn another one available until hours later The woman who gave tickets get this flight failed inform that the flight was fully booked and there were not fact any open seats and the odds getting board this plane were slim waited until for the plane board only find out that was full and there was room available The manager then kindly informed that could come back the next morning and try get another flight out Try There were flights going out destination the next day and was already hours behind schedule the end had someone come get hour round trip for them just wouldn have deal with your incompetent and rude staff any further Your employees this airport have cost your potential customer Everyone know has heard about this fiasco you call airline and will not
399,sit hold for the last minutes trying reach Baggage Resolution Specialist from American Airlines decided was time write review September luggage was misplaced Dallas Texas After repeated phone calls and emails from never from luggage was returned doorstep SEVEN WEEKS later with forewarning got curt little email apologizing and that was that except had spent over replacing the items the suitcase which was misplaced filled out the necessary paperwork for delayed expenses November and today January and have heard NOTHING Even after sending certified letter which they recieved December stating frustrations have still heard NOTHING and continue sit hold wasting time once again NEVER AGAIN will fly with American
400,Worst experience traveling entire life joke Terrible customer service even emailed the company and the response got was ridiculous Clearly they didn read email because they address only weather issues which has nothing with why was upset The absolute worst don give bad reviews very often but this one necessary anyone reads these reviews please NOT use American Airlines understand bad weather but the lack communication and downright MEAN attitudes EVERYONE encountered with American Airlines through multiple airports outrageous sat the plane the runway Jackson Hole for four hours because malfunctioned monitor Then when was finally fixed weren able leave because bad weather Chicago were told that missed our connecting flights they would pay for our hotel Yeah right They said was weather related and wouldn anything for The people working the ticket counter Jackson Hole and Dallas were the most rude and mean women have ever experienced Its unreal that they are still employed There was absolutely communication
401,The flight attendant Barbara our recent flight from Miami Montreal made our flight delight despite the lack decent food much the way inflight entertainment had spent hours the airport going through the horrendous experience connecting from our previous flight and afraid were going miss our connection Barbara good humour and pleasant manner helped relax and enjoy the flight despite the previous frustrations She wonderful person and should cloned and put every flight
402,have been American Airlines flight twice and one going Mississippi and one coming back from Mississippi guess they have some the oldest planes the world because both times have spent hours the airport only find out that the flight was cancelled because mechanical issues and have had reschedule for the following day mean how can airline incompetent will definitely with any other airline offered the future American has proven absolutely unreliable Not the mention the insecurity feel everytime they ounce these mechanical problems
403,Travel dec Jan with American Airline first time This the worst airline ever travel Delay every fly for hours
404,American Airlines not compensate for any delay our lost
405,Indifferent and unaccomodating flight attendants even sometimes rude Four out four flights were delayed missed our last connection but could have made had the flight attendants helped leave the plane more quickly Nothing was done compensate for any delay American Airlines had customer service options the airport other than email address
406,stopped using America Airlines but recently merged with Airlines who made reservation August When get ticket says but the small print saying that Air being serviced was not clear
407,the airport one REdcoat told Air terminal another Redcoat was CLueless what the ticket meant and where should When got the Air booth were told back that time MISSED our flight and nothing was done accommodate When got the and was processed they not anything they said even though had connecting flight went our Gate the original plane was still boarding fact The plane was OVER BOOKED OVER people This totally messed because had connecting flight which had one more plane left going out fortunately were worried that was going push back further because the over booked the first plane What were going the people that was overbooked
408,was horrible Apparently this what does the overbook and inconvenience people The company does NOT care the price expensive
409,Flight from Miami Atlanta got delayed hours moved flight next day The wait for rebooking took hours They did not tell the reason why was delayed when asked for which thought was unacceptable least deserved know why flight was being delayed
410,Flight from Miami Atlanta got delayed hours moved flight next day The wait for rebooking took hours They did not tell the reason why was delayed when asked for which thought was unacceptable least deserved know why flight was being delayed
411,got the airport the next day for flight and min before boarding they cancel run the rebooking service line again and they say more flights going out Atlanta tonight They say they can give ticket Birmingham and ask have anyone who can pick from Birmingham and take Atlanta ask them give rental car and they say they cannot Really Who has someone who can pick them from another location
412,ask again why the flight delayed this time and they say vehicle maintenance
413,this point done with this airline Just going drive back for hours Honestly wouldnt waste time with this airline Pay little more for different airline who can actually keep their airplane maintained for scheduled flights
414,Checked for flight scheduled depart Flight delayed until Now the flight won even GET the airport until possible departure
415,took five day round trip from Santiago Chile LAX via DFW business class usual all was very good all four flights time early everyone dealt with was very nice etc
416,want comment all the complaints recently posted from passengers over the Christmas holiday Delays happen folks cancellations And non refundable tickets are just that you make any change will cost you And that the same for every airline including Southwest far funky planes and personnel suspect many you were flying out former USAir stations and those folks aren too happy with taking over even though technically acquired Hopefully will improve and the two airlines continue integrating For DFW LAX and SAN are tops every way Not mention home base for which Santiago
417,EDITORS COMMENT Couldn agree more
418,had round trip flight with this airline and both them had delay Nobody was ashamed also The worst airline the
419,This the worst flight experience have ever had They stuck DFW after delaying our flight for over hour and half lying about specified boarding call refusing call manager refusing offer purchase hotel room pay for taxi and telling could put standby for the next flight which left seventeen twenty four hours after our flight was supposed leave with guarantee that allowed take either flight Missing work for both myself and significant other because this will never fly with this airline again
420,Every time fly with American something goes wrong their end and flights become terribly inconvenient Horrible customer service and didn even have pilot for flight today Worst airline have ever TRIED use
421,American Airlines sent email confirmation for departure Upon our arrival the customer service told that even though the airline originally made the mistake that were going miss our flight Then they forced stand line that had two hour wait sort out their mistake
422,wanted visit family Arkansas one way and drive back with family hours away Arkansas drive fly Fly course What could worse than driving hours The answer paying bucks sit airport for hours This freaking ridiculous
423,can not believe that this age automation American Airline can not communicate with those responsible for connecting flights and hold the plane for few minutes when their fault the flight was delayed American Airlines the worst and will NEVER fly with them again flight from Philadelphia was delayed which caused late for the connecting flight The time difference was minutes and was the last flight Christmas Eve They could have communicated with the gate and had them wait few minutes particularly since was their fault but they chose leave five passengers Christmas Eve Like the one guy said they don care
424,Waiting board Chicago from Wow are the staff ever snaky responding simple questions asked passengers What ever happened the wonderful manners staff used have Perhaps should look other airlines the future Like the delightful Westjet staff nearby
425,Bought way flight for surprise boyfriend Christmas Eve Decided that wanted get earlier start the day and wanted change flight There lack information the site decided call their customer service They were backed calls put number the automated system for hold place line not have stay the phone min later get the call the machine said that its transferring with lost connection called again put myself the list again speak with someone min later someone calls tell that wanted change flight earlier the day that will cost The earlier flight ticket only The woman told that would need cancel flight eat and buy the new ticket for American Airlines you are smoking crack never giving you any more money will deal with the later flight Never again American Airlines you just lost solid customer Better
426,took flight from Vegas Washington seat was dirty and transfer was significantly delayed The airline moved back the departure time but still called time That not time that delay
427,Traveled from GRU SJC with stop DFW the suitcases arrived SJC been days and all hear from American Airline that they are locating missing luggage Start mentioning this friends checking the web and shocked the amount people that have their suitcases mishandled well Infuriating
428,have flown many times life various airlines and have never experienced much frustration did today with American Just the line board coach was dying down joined the end the line The woman who was boarding suddenly disappeared along with the counter employees into restricted access area the remaining passengers looked each other confused and waited for acknowledgment were ignored for solid min she shuffled through the stack boarding passes when few decided approach her ask what was happening She said the plane gone When tried talk her she yelled saying charge this flight and one else getting Long story short she had filled our confirmed seats with standby passengers and saw her mannerisms she knew her mistake Instead admitting trying help were punted off different custor service reps none which showed any sympathy Long story short our flight plans are now delayed about hours and had PAY another get myself out this mess Very poor customer service will spare the details but will never fly American again
429,awe the American Airline staff DFW missed flight few minutes and with their quick thinking they were able get flight right away another nearby airport sincerely grateful that they were willing help will always fly American
430,awe the American Airline staff DFW missed flight few minutes and with their quick thinking they were able get flight right away another nearby airport sincerely grateful that they were willing help will always fly American
431,This complaint not about the flight but for the poor customer service had over left over credit and tried apply towards flight Turns out couldn apply because was told wait for voucher Never recieved booked flight with southwest When tried rebook the another flight was told that voucher was expired weeks ago and they could not use leftover credit paid extra cancel flight which why had credit the first place Basically lost over due horrible service was also told that could only book new flight over the phone after received evoucher which never did and that would have pay additional book over the phone Horrible horrible customer service you ever speak Tonia Minje the phone over customer service please note that you will never get anywhere with her American Airlines horrible company and will never fly with them again highly NOT RECOMMEND American Airlines extremely unsatisfied with experience American and feel like they stole money What bullshit policy YOU HAVE CHOICE CHOOSE SOUTHWEST
432,had booked flight from PDX After delays and being assigned finally got the plane from Louis sat the tarmac for over hour only told American canceled the flight because not enough people were able catch the connection there they would not fly those who did make the flight
433,were flying back from Jamaica through Dallas had brought some duty free items The first american airlines employee told did not have check the item had receipt and put our luggage with the checked baggage Then were told had wait long line check the next american airlines employee and that should have put our bags finally get the desk and are told would not make our flight because cabin was closing one minute there point them checking should just reschedule wait another hour told another American airlines person should have gone our flight because was delayed and could have made They would not give any hotel voucher for having stay the night despite was the fault multiple employees giving the wrong information The next day try check the item again and were told unless could repack ourselves they could not check ended losing worth merchandise and hotel bill
434,will never fly American again flew with American for the first time June You lost luggage return flight June now December and after sending paperwork three times still not have money from all that you lost When call check this claim hold for long periods time the customer service agents are rude and you are not allowed speak with anyone management When you email take business day for your email even read before sent the correct person have tried calling corporate answer when try accounting get hung called Friday morning and was told someone would call back before the end day Friday never received phone call Not only will never fly American again anyone speak with tell them story and recommend flying with someone else other than American Horrible customer service representatives You also can not call accounting corporate months too long have luggage missing and reimbursed for Theft what someone were take how about American Airlines Theft
435,American Airlines awful booked flight and literally hour later plans changed and wanted get canceled They don make refundable all there goes lot money down the drain Thanks for not working with the customer Keep mind that the flight was weeks away
436,had book flight for our family attend funeral four days before the flight cruised Travelocity and found flights cheaper than last summer through low frills rip off airline never fly Frontier again learned that time check with the airline website for any charges they don always appear booking website
437,Luckily American hasn succumbed charging for every bag anyway can
438,arrived the counter minutes too close for comfort before the flight but got through quickly got the gate just before boarding Yet asked nicely and was able get our seats changed from corners the airplane won spend reserve seats adjoining rows The attendant was nice about too Then they announced crowded flight bag check was free checked half our carry
439,Flight was economy full Chicago with not much recline the seats little legroom but expected that WiFi should free The short hour flight was plane couldn stand but was comfortable
440,had problems with death the family they literally screwed every turn absolutely help all was charged full change fee son was charged full cancellation fee and only given months use his credit ticket And there one call they say you can only write customer service
441,booked flight with them for from Aspen months later they cancelled the flight due peak period xmas all other flights were booked had fly another airport and with transfers add hrs our itinerary from Australia They wouldn pay the extra for the transfer that was due their stuff Why change have pay all the extra charges they load
442,All airlines fly the same planes same destinations the only thing they have offer the customer experience Why don they realise this Crap service
443,paid for class and got put economy
444,FUCKING SHITE WHERE ARE THE BASTARD TELIVISIONS YOU PESEANTS RYAN AIR HAS BETTER FUCKING PLANES BASTARDS ABSOULTE BASTARDS
445,Absolutely horrible experience Used them fly around the country and found the staff rude and arrogant most places Something went wrong almost every leg our travels including flight being delayed which resulted missing our next flight was told continuously incredibly unsympathetic help desk workers there were flights until the flight only look one phone and immediately find earlier flight After finally securing seats the plane asked multiple times whether our bags would transferred only receive condescending eyebrow raise each time and arrogant yes course However when arrived surprise surprise our bags had been sent the wrong flight Next got speak another arrogant woman the baggage services desk who told stop talking the middle explaining situation Then she told bags were the way the wrong airport asked how get them which she lifted finger and told quiet and let her finish still have not recirved bags but was told they would shipped hotel some point tonight Anf that only half the story
446,was the absolutle worst flight been life They charge check any bags all their prices board are ridiculous They flight Attendents were not pleasant accommodating plane was delayed over hour and half because they didn fuel correctly just showing further disorganization with their already dysfunctional customer service horrible and unpleasant experience NEVER PAY FLY WITH AMERICAN AIRLINES AGAIN give your money airline that actually respects you
447,Worst customer service
448,Rude flight attendants
449,Does not honor its promises when comes baggage related issues
