FAKEID,Y3defect,Y2G5,Y2G4,Y2G3,Y2G2,Y2G1,Y2price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,SPORT,PCTMARR,HOMEVAL
908L86ZR,,1,0,1,1,1,25,9,1,63,1,0,1,0,50,30
631C27TU,,0,1,1,1,1,15,3,0,38,5,1,1,0,70,118
012K50MY,,1,0,0,0,0,50,10,0,88,2,0,1,0,68,102
841H57DA,,0,0,1,0,1,15,11,1,61,4,1,1,0,58,43
964L75OI,,1,0,0,1,1,15,5,1,57,3,0,0,0,49,77
725A01YO,,1,0,1,1,0,25,9,1,75,3,1,0,0,52,43
141T45UC,,0,0,0,1,1,15,4,0,38,3,0,1,0,64,94
457B49AJ,,0,1,0,1,1,15,5,0,36,3,1,1,0,82,76
947T85NK,,0,1,1,0,0,25,3,0,63,2,1,1,0,56,119
762N11KP,,0,1,1,1,0,15,3,0,56,6,0,1,0,62,105
935Q54UE,,0,0,0,1,1,50,8,0,63,3,0,0,0,48,326
224S06RE,,0,0,1,0,0,25,8,1,37,3,0,0,0,65,35
223A84QO,,0,0,0,1,0,15,6,0,46,5,0,1,0,67,418
958U13TL,,0,1,0,0,0,15,11,1,63,4,0,1,0,72,129
943V59XV,,0,1,0,1,1,15,1,1,63,3,1,0,0,80,64
244F82YD,,0,0,1,1,1,25,8,1,63,3,1,0,0,65,327
234H38FP,,0,0,0,1,0,15,9,1,44,0,0,1,0,51,58
246G78WZ,,0,1,0,0,0,25,8,0,51,1,0,1,0,72,109
744G76JI,,1,0,0,1,1,25,10,0,63,3,1,0,0,71,32
542J31OB,,0,1,1,0,1,15,10,1,96,1,1,1,0,59,45
503Q00AH,,0,1,0,1,0,25,8,1,66,3,1,0,0,66,96
525I37HH,,0,1,1,0,0,15,7,1,59,1,1,1,0,73,81
287J12YR,,0,1,0,1,0,15,6,0,40,1,1,1,0,60,23
705C14CM,,1,1,1,0,1,15,6,1,63,3,1,0,0,65,98
827K47WU,,0,1,0,1,0,15,10,0,63,3,0,0,0,58,59
866Y52GK,,0,0,0,1,1,15,11,1,76,3,1,0,0,46,33
964S06ZE,,0,1,0,1,1,25,6,1,78,1,0,1,0,46,33
651U40GB,,0,1,0,0,1,15,11,1,92,0,0,1,0,29,28
839G98IU,,0,1,1,1,1,15,6,0,40,1,0,1,1,61,71
462X22HH,,0,0,1,0,0,25,4,0,56,2,0,1,0,44,197
027M80WQ,,0,1,0,0,0,15,5,0,46,5,1,1,0,52,56
968A30FF,,0,0,0,1,0,15,1,0,46,4,0,1,0,66,252
894L69LB,,0,0,1,1,1,15,11,1,82,0,0,1,0,39,85
332O29WX,,0,0,1,1,1,15,10,1,63,3,0,0,0,59,37
237J00SY,,0,1,0,0,0,15,9,0,88,5,1,1,0,73,123
887R93GR,,0,0,1,1,1,15,7,1,63,3,1,0,0,53,155
900X92NO,,0,1,0,0,1,15,1,0,68,6,1,1,0,58,271
453X15QL,,0,0,1,1,1,25,8,0,66,3,0,0,0,45,54
836D72SS,,0,1,0,0,0,15,7,1,49,3,0,1,1,66,85
046F46XJ,,0,1,0,1,0,25,3,0,62,5,0,1,0,61,201
627Z83NZ,,0,1,1,0,1,15,5,0,54,1,1,1,0,38,57
147G28LZ,,0,0,0,0,1,15,1,0,63,3,0,0,0,71,104
343G80EC,,0,1,0,1,1,15,11,1,52,4,1,1,0,74,77
345C36AE,,0,1,0,1,0,25,3,0,63,3,1,0,0,70,375
583C11DT,,1,0,0,0,1,25,9,0,63,3,1,0,0,43,43
730B48TU,,0,0,1,0,1,15,11,1,80,1,0,1,0,66,139
154X17CW,,0,1,1,1,1,15,11,1,67,3,1,0,0,50,110
258O55EH,,0,1,0,1,1,50,3,0,43,1,1,1,0,77,112
463V64ND,,1,1,0,1,1,15,7,1,70,4,1,1,0,55,44
936R78ZW,,1,1,1,1,0,15,4,1,63,3,1,1,0,34,64
446Y01GS,,0,1,0,1,0,15,6,1,63,3,1,0,0,73,81
792G60ZD,,0,0,0,0,1,25,1,0,67,3,0,1,0,56,88
608S55OA,,0,0,0,0,1,15,9,1,86,1,1,1,0,56,39
135T03XX,,0,1,0,1,1,15,10,1,82,0,0,1,0,53,73
396U48QB,,0,1,0,1,0,15,11,1,71,3,1,1,0,67,49
540J10DN,,0,0,1,1,0,25,3,0,63,4,0,1,0,68,50
558D07US,,0,0,0,0,1,15,1,0,63,3,0,0,0,68,110
143U47QL,,1,1,0,1,1,15,5,1,63,5,0,1,0,66,51
380X59OE,,0,0,1,1,1,25,9,0,63,3,0,1,0,67,156
503S86JO,,0,0,0,1,0,25,5,0,63,3,0,0,0,67,46
065B14NU,,0,0,0,1,1,15,6,0,61,3,1,1,0,70,79
612S97TK,,0,1,0,0,0,15,4,0,60,5,1,1,0,66,79
682X65YE,,0,1,0,1,0,15,3,0,74,3,0,1,0,62,76
051H01LP,,0,0,0,1,0,15,2,0,40,2,0,1,0,25,29
957X89BH,,0,0,1,1,0,15,10,1,74,2,0,1,0,65,54
193H08XS,,0,0,1,0,0,15,6,0,63,3,0,0,0,57,56
224D89JY,,0,0,0,1,1,25,3,0,63,3,0,0,0,62,49
487Y38UZ,,0,1,0,1,1,25,3,0,38,1,1,1,0,52,39
278P68LN,,1,1,0,1,1,15,3,1,64,4,0,1,0,65,21
933B84MR,,0,1,1,1,0,15,9,1,89,0,0,1,0,14,53
222T71ZH,,0,0,1,0,0,15,2,0,48,3,0,1,0,60,55
732H48MW,,0,1,0,0,1,25,5,0,63,3,1,0,0,58,52
547E30PO,,0,1,1,0,1,15,11,1,86,3,0,1,0,60,52
176R80MG,,0,1,1,0,1,25,4,0,48,2,1,1,0,56,49
685C26JA,,0,1,0,0,0,15,3,0,52,5,0,1,0,71,67
886P02PE,,0,0,0,1,1,50,1,0,73,5,1,1,1,63,104
389F04WL,,0,1,1,1,1,25,7,0,63,3,0,1,0,46,100
168U61FW,,0,0,1,1,0,15,2,0,63,3,1,0,0,53,350
817Y32FM,,0,0,1,0,0,15,2,0,63,1,0,1,0,50,48
214Q10GB,,1,1,1,0,1,15,10,1,60,2,0,1,0,61,99
718S83OG,,0,1,1,0,1,15,6,1,42,6,0,1,0,67,108
926D45TT,,0,0,0,1,0,25,1,0,82,5,1,1,0,73,106
006I09II,,0,1,0,0,0,15,6,1,39,1,1,1,0,43,46
843V73BD,,0,0,0,1,1,15,6,1,41,3,0,1,0,53,44
797F12MS,,0,1,1,0,0,25,4,0,54,5,0,1,0,69,192
427X40UJ,,0,1,1,1,1,15,11,1,63,3,0,0,0,61,131
699K16ER,,0,0,0,1,0,15,3,0,63,3,0,0,0,68,58
574H62RM,,1,1,1,1,0,15,4,1,51,3,0,0,0,75,153
031L00UI,,0,1,0,1,1,15,9,1,74,1,1,1,0,47,59
844N80QA,,1,1,0,1,0,25,9,1,63,3,0,0,0,43,30
198O16WD,,0,0,1,0,0,25,2,0,61,3,1,1,0,60,89
791Z29CR,,0,0,0,1,1,25,7,0,60,1,1,1,0,51,159
762Q60QV,,0,1,0,0,1,25,4,0,60,2,1,1,0,67,73
686Z16PX,,0,1,1,0,1,15,10,0,75,5,0,1,0,48,184
954O57KM,,0,1,1,1,0,15,9,1,70,2,1,1,0,51,163
571P54SL,,1,0,0,0,1,15,9,0,64,4,0,1,0,47,66
499F06WJ,,0,0,0,1,1,25,4,0,63,3,1,0,0,60,281
228A95WS,,0,1,1,0,1,15,9,1,64,1,1,1,0,68,47
284N21XW,,0,1,1,1,0,15,3,0,64,6,1,1,0,48,43
050F47UX,,0,0,1,1,0,25,3,0,63,3,0,0,0,67,115
502M97LL,,0,1,0,1,0,15,10,1,46,4,1,1,0,38,62
485A48EF,,0,1,1,1,1,15,6,1,43,2,0,1,0,67,70
186W31OO,,0,1,0,1,1,15,8,1,63,3,0,0,0,67,106
561C83PT,,0,0,1,0,1,15,11,1,56,0,0,1,0,38,59
647N04TK,,1,0,0,1,0,25,4,0,50,3,1,0,0,66,64
948C49JI,,0,1,0,1,0,25,3,0,63,3,1,0,0,52,166
608Q94YL,,0,1,1,1,0,15,9,0,71,1,0,1,0,67,69
402R40JE,,0,1,0,0,0,25,4,0,28,4,1,1,0,48,182
922H18DA,,0,1,0,1,1,25,5,0,43,6,0,1,0,51,185
598F68GR,,0,1,0,0,0,15,7,0,68,3,0,0,0,45,83
252S19JI,,0,0,0,0,1,50,8,1,48,3,1,1,0,62,39
228L87ST,,0,0,0,1,1,15,10,1,68,3,0,0,0,58,297
342J54WZ,,0,0,0,1,1,15,3,0,25,4,0,1,0,19,91
706A50BX,,0,1,0,0,0,50,1,1,46,4,1,1,0,62,196
474M82GJ,,1,0,1,1,1,15,3,0,50,5,0,1,0,63,110
396A93NR,,0,1,0,1,0,25,10,1,90,0,1,1,0,38,30
000F40QI,,0,1,0,1,0,15,11,1,75,5,1,1,0,59,151
638I05AG,,0,1,0,1,1,15,5,0,89,1,0,0,0,61,118
028N47ML,,0,0,1,1,0,25,2,0,46,5,0,1,2,69,534
345D11DQ,,0,1,0,0,0,15,9,1,63,3,1,0,0,69,37
343S66XY,,0,0,1,1,0,15,1,1,40,2,0,1,0,69,71
408I51YJ,,0,1,0,1,1,15,9,1,61,2,1,1,0,68,31
292J20EN,,0,1,0,0,1,15,9,1,82,0,1,1,0,70,38
818G37NK,,0,0,0,0,1,15,1,0,63,3,1,0,0,66,39
378D25KH,,1,1,0,0,1,15,7,0,84,0,0,1,0,63,133
095E75ZX,,0,1,0,1,0,25,8,0,93,1,0,1,0,55,41
161F89QW,,0,0,1,1,1,15,5,0,63,5,1,1,0,70,49
716W92AM,,0,0,0,0,1,25,4,0,37,4,0,1,0,69,70
836Z18YN,,0,1,1,0,0,15,3,1,44,6,1,1,0,55,229
445C68IX,,0,0,1,1,0,25,2,0,53,4,0,1,0,20,17
717R46YM,,0,1,0,1,0,25,11,1,90,1,0,1,0,33,238
228G02EE,,0,1,0,0,1,15,10,1,80,0,0,1,0,33,58
657K75JH,,0,0,0,1,1,25,11,0,38,4,1,1,0,65,100
460Z30KZ,,0,0,1,0,0,15,9,1,86,0,0,1,0,67,67
240I68SO,,0,1,1,0,1,25,6,0,63,5,0,1,0,68,56
667Q49KH,,0,0,0,1,1,15,10,1,70,3,0,0,0,34,36
535U32OE,,0,0,1,1,1,25,5,0,63,1,0,1,0,59,29
871R38KQ,,1,1,1,0,1,25,9,1,76,1,0,1,0,74,73
318J06RZ,,0,0,0,1,1,15,9,0,74,4,0,0,0,46,60
554I66NO,,0,1,1,1,1,25,4,0,58,1,0,1,0,40,87
087I18KB,,1,0,1,1,1,15,5,1,62,3,1,1,1,64,34
129A98YO,,0,0,1,1,1,15,4,0,63,3,1,0,0,58,62
541C68KH,,0,1,0,1,1,15,6,1,52,2,1,1,0,38,40
397A85TB,,0,0,0,0,1,15,4,0,60,3,0,1,1,61,67
622M22FW,,0,1,0,0,1,15,1,0,63,3,0,0,0,61,36
972T43LI,,0,0,1,1,1,15,6,0,90,1,0,1,0,37,84
462V90JL,,0,1,1,1,1,25,3,0,63,2,1,1,0,71,57
836H52NL,,0,1,0,1,1,50,7,0,63,3,1,0,0,74,125
275U01VG,,1,1,0,0,0,15,3,0,24,1,0,1,0,47,63
299Y04WM,,0,1,0,1,1,25,4,0,63,4,0,1,0,37,70
749B89GB,,0,1,1,0,0,25,10,1,93,3,0,0,0,72,325
467U19RQ,,0,0,0,1,0,25,2,0,32,4,1,1,1,60,95
532H24VB,,0,1,0,0,0,25,1,0,63,3,0,0,0,40,73
679O22JO,,0,0,0,0,1,25,4,0,63,3,0,0,0,63,100
877H54AU,,0,1,1,0,1,15,9,1,75,1,1,1,0,66,51
233A33ZZ,,0,0,1,1,1,25,8,0,46,1,1,1,0,64,52
406O94SY,,0,1,1,0,0,25,9,1,46,3,0,0,0,66,43
511U93VU,,1,1,1,1,0,15,11,1,63,5,0,1,0,73,146
096E27DK,,0,0,0,0,1,15,4,0,63,3,1,1,0,58,92
364M47OE,,0,0,1,1,0,15,2,0,63,3,1,1,0,54,269
323D09OY,,0,0,1,1,1,15,6,0,42,3,0,0,0,70,209
537W96EA,,0,1,0,0,0,25,3,0,42,4,1,1,0,60,94
759E57BK,,0,0,0,1,1,25,7,1,73,2,1,1,1,29,99
723T46HC,,1,1,1,0,0,15,8,1,63,0,0,1,0,61,86
181Z48EO,,0,1,1,1,0,25,9,0,54,4,1,1,0,50,174
417U92GR,,0,0,1,1,0,25,5,1,63,3,0,0,0,58,39
287L62XL,,1,1,0,0,1,15,11,1,80,3,0,1,0,57,71
500A53DU,,0,1,0,0,0,15,4,0,60,4,0,1,0,66,58
953Q94NG,,0,1,1,0,1,15,4,0,72,3,1,1,0,64,219
935T05LM,,0,0,1,1,0,25,5,0,63,4,0,1,0,71,77
794Z22MH,,0,1,1,1,0,25,5,0,48,2,1,0,0,66,253
984A80CP,,0,1,0,0,1,25,8,1,48,5,1,1,0,43,271
960L39FL,,0,1,1,0,0,15,1,1,82,0,0,1,0,46,45
910K87RR,,1,1,1,0,1,25,4,0,29,3,0,1,0,63,68
771V17YS,,0,1,0,0,1,15,7,0,79,6,1,1,0,71,106
353U78DX,,0,1,0,0,0,15,9,1,80,1,0,1,0,49,55
620I56WI,,0,1,1,0,0,50,4,0,63,3,1,0,0,59,42
697S77OV,,1,0,1,1,1,50,10,1,63,3,0,0,0,44,144
219L49ZP,,0,0,0,1,0,25,2,0,43,3,0,0,0,68,126
076R54JK,,0,1,1,1,1,15,10,1,66,4,0,1,0,73,110
023R14ZL,,1,0,0,0,0,50,7,0,63,2,0,1,0,66,48
168O04JS,,0,1,0,0,0,25,5,1,50,4,1,1,0,71,162
719D78WF,,0,0,0,1,1,25,7,1,63,3,0,0,0,66,59
251Y40AB,,0,1,1,1,0,15,3,0,41,3,0,0,0,51,205
718R25HH,,0,1,0,1,0,15,6,1,45,3,0,1,0,53,40
010S81AY,,0,1,1,0,0,15,4,0,42,4,1,1,0,69,61
817T54BD,,0,0,0,1,1,15,3,1,82,6,0,1,0,71,125
421W80UW,,0,0,0,0,1,15,10,1,83,5,1,1,0,45,541
847F57ZK,,0,0,0,1,1,15,6,1,63,3,0,0,0,61,41
345H42YU,,1,0,0,1,1,15,6,1,63,3,0,0,0,63,243
857K06UO,,0,1,0,0,0,15,4,0,70,3,1,1,1,60,107
577Z00WZ,,0,1,1,1,1,15,3,0,41,2,1,1,0,64,71
442Q48TT,,0,1,0,1,0,15,5,0,63,3,1,0,0,64,65
407J66ZE,,0,1,0,1,1,25,7,1,67,0,0,1,0,55,47
115L01FT,,0,1,1,0,1,15,5,1,61,4,1,1,0,60,101
898K04KR,,0,1,0,1,1,15,3,0,67,2,1,1,0,60,52
667A39BC,,0,0,1,1,1,50,8,1,87,1,0,1,0,40,68
788B80UU,,0,1,1,1,1,15,11,0,44,3,0,1,0,0,0
354M12KE,,0,1,0,0,0,25,3,0,56,6,0,1,0,45,61
624F64EJ,,0,1,0,0,0,25,10,0,39,3,0,1,0,21,163
326Z64EL,,0,0,1,1,1,25,5,1,63,6,0,1,0,56,280
864A51KH,,0,1,1,0,0,25,8,0,47,1,0,1,0,66,53
448Q01UV,,0,0,0,1,1,15,4,1,31,2,0,1,0,64,223
905V00KC,,0,0,0,1,0,15,3,0,63,3,0,0,0,27,55
650O20CO,,0,1,0,0,1,25,6,1,28,5,1,1,0,59,109
731C38VV,,1,1,1,1,1,15,6,0,79,4,1,1,0,55,126
635B36BJ,,1,1,1,1,0,15,9,1,88,0,0,1,0,49,222
370H33SR,,0,0,1,1,0,15,2,0,78,1,0,1,0,67,83
656L84JP,,1,1,1,0,0,50,6,0,52,3,0,0,0,62,455
186N80BE,,0,1,1,0,0,25,6,1,76,4,1,1,0,74,79
936Y46NC,,0,1,1,1,0,15,4,0,45,5,0,1,0,57,130
842C66VG,,0,0,1,1,1,15,3,0,77,1,0,1,0,68,92
483E66ZI,,0,1,1,1,0,15,11,1,71,0,1,1,0,69,73
479C59WN,,0,1,0,1,1,25,10,1,60,1,0,1,0,66,86
062S23TF,,1,0,0,0,0,50,5,0,44,5,0,1,0,70,74
213Q15OW,,0,0,0,1,0,15,2,0,36,4,0,1,0,61,51
600V53YD,,0,0,1,1,1,25,5,0,82,2,1,1,0,61,43
989T63BI,,0,0,0,1,0,15,11,1,63,3,0,0,0,52,150
462U56LC,,0,0,0,1,0,15,5,1,63,4,1,1,0,67,139
594Z97RP,,0,0,0,1,0,15,5,1,84,0,0,1,0,67,85
446E42RI,,0,1,0,1,1,15,11,1,63,3,0,0,0,57,136
076Z47MK,,0,1,0,1,1,15,3,0,63,3,1,0,0,53,146
078J80TP,,0,0,0,1,1,50,1,1,63,3,1,0,0,71,74
721N98JM,,0,1,0,0,1,15,4,1,63,3,0,0,0,50,198
514U48WN,,1,1,0,0,0,15,9,0,77,3,1,0,0,65,46
619K34QG,,0,1,1,0,1,50,6,0,47,3,0,0,0,63,54
437N97BH,,0,0,0,1,0,25,10,1,62,4,1,1,0,69,67
513S29MU,,0,1,0,0,1,25,10,1,54,4,0,1,0,69,85
024Q77TP,,0,1,1,0,1,15,11,1,82,6,0,0,0,67,197
202O91PQ,,0,0,0,1,1,50,8,1,81,5,1,1,0,56,227
687A27TG,,0,0,1,0,1,15,9,1,81,0,0,1,0,56,71
508I39JH,,0,1,1,1,1,25,3,0,63,3,1,0,0,65,89
010E97GX,,1,1,1,1,1,15,11,1,90,1,1,1,0,62,50
172G97IA,,0,1,1,0,1,25,7,0,66,3,1,0,0,62,96
906C17FZ,,0,0,1,1,1,25,8,1,74,3,1,1,0,53,52
247F98HK,,0,0,0,1,1,25,6,1,63,4,1,1,0,32,42
379E12RT,,0,1,0,1,1,15,1,0,66,3,1,0,0,69,58
402D71OS,,1,1,1,1,1,15,11,1,68,1,1,1,0,72,94
087F18ZB,,0,1,0,1,0,15,2,0,66,3,0,1,0,78,96
766L68DV,,0,1,1,0,1,15,8,1,73,5,1,1,0,64,130
926R60WS,,0,1,0,1,0,15,10,1,82,1,1,1,0,61,51
405I26EB,,0,0,0,1,0,25,4,0,48,5,1,1,0,71,53
674E49EW,,0,0,0,1,0,25,5,0,63,0,0,0,0,57,135
857T63OV,,0,0,0,1,0,15,2,0,38,5,0,1,0,66,148
380P64ET,,0,0,0,1,0,50,1,0,63,3,0,0,0,0,0
106R81AR,,0,1,0,0,1,15,4,0,66,2,0,1,0,65,113
857B64NM,,0,1,0,0,1,15,4,0,48,3,0,1,0,63,88
214P48FA,,0,1,0,1,0,15,3,0,63,3,0,0,0,49,170
869C83UH,,0,1,0,1,1,15,6,1,58,1,0,1,0,73,136
917U31UI,,0,1,1,1,1,25,10,1,64,2,1,1,0,42,294
525D92RC,,0,1,1,1,0,50,10,1,63,1,0,1,0,56,34
677F27XJ,,1,0,0,0,0,25,9,0,76,4,0,1,0,46,335
029D94JC,,0,1,1,1,0,15,5,1,30,2,1,1,0,63,88
424Q86DQ,,0,0,1,0,0,15,7,1,63,3,1,0,0,61,139
412Y57ZQ,,0,0,0,0,1,25,6,0,31,4,0,1,0,68,60
722U40EO,,0,0,1,1,1,25,3,0,63,6,1,1,0,71,139
044T11LY,,1,1,1,0,1,25,7,1,86,3,1,1,0,71,40
073E38RT,,1,1,1,1,0,50,11,1,55,6,1,1,0,78,146
964N09OL,,0,0,1,1,0,15,1,0,63,4,1,1,0,56,222
937Q93IN,,1,1,1,1,1,15,10,1,83,1,1,1,0,51,66
382H98TR,,0,1,1,1,0,25,9,1,77,2,1,1,0,64,54
859U95PM,,0,1,0,0,1,15,5,0,70,3,1,0,0,66,131
758W13DE,,1,1,1,0,1,15,4,1,54,4,1,1,0,54,393
763V69OH,,0,1,0,1,0,15,3,0,63,3,0,0,0,61,58
810W49TC,,0,0,0,1,1,25,9,1,38,3,0,1,0,65,90
240V86EQ,,0,0,0,0,1,15,11,1,79,1,1,1,0,64,30
263K64PY,,0,1,1,1,0,25,3,0,68,4,0,1,0,37,213
998K99ZD,,0,1,1,1,0,25,9,1,56,4,0,1,0,60,44
298F77MK,,0,1,0,0,1,15,4,0,63,3,0,0,0,42,93
366M31FX,,0,1,1,0,0,25,9,1,63,5,0,1,0,66,59
530U43HM,,1,0,1,1,0,15,11,1,85,4,0,1,0,62,65
515Q81AK,,0,1,0,1,0,25,5,0,53,3,0,1,0,59,141
111H24BJ,,0,0,1,1,0,15,2,1,63,0,0,1,0,23,88
760C29SN,,1,1,1,1,1,15,4,1,44,2,0,1,0,63,35
438G20JB,,0,1,0,0,1,15,4,0,74,3,0,0,0,55,102
614G87HY,,0,0,0,1,1,25,8,0,68,1,1,1,0,62,37
782E93WS,,0,1,0,1,0,15,11,1,77,2,1,1,0,71,76
291S57KX,,0,1,0,1,0,15,8,0,63,0,1,1,0,64,56
492I12QB,,1,1,1,0,1,15,3,0,60,4,1,1,0,75,70
030R50IW,,0,0,0,1,0,25,5,0,50,3,0,1,0,50,112
524A62RO,,0,1,0,1,0,25,1,0,58,0,0,1,0,61,131
136K36LE,,0,1,1,1,1,25,3,0,63,0,1,1,0,49,55
239U74PP,,0,1,1,1,1,15,7,1,78,1,1,1,0,59,82
955V75FS,,0,0,0,0,1,15,3,0,32,3,0,1,0,66,52
883R72KK,,0,1,0,0,1,15,10,1,71,4,0,1,0,58,52
130T64ZM,,1,1,0,1,0,15,6,1,94,1,0,1,0,64,64
959M80RH,,1,1,0,1,1,50,7,1,63,3,0,0,0,0,0
003S74JZ,,0,1,1,0,0,15,8,0,29,5,1,1,0,65,59
305W15OM,,0,0,0,1,0,50,11,1,47,4,0,1,0,65,102
374J01UT,,0,1,1,1,0,15,10,1,73,4,1,1,0,69,139
916X14XG,,0,0,1,1,0,15,1,0,82,4,0,1,0,70,61
703S70LI,,0,0,0,1,0,25,4,0,47,3,1,1,0,37,48
016K36LV,,1,1,1,1,1,15,4,0,69,3,0,1,0,82,190
702P49WV,,0,0,0,1,1,15,11,1,44,4,1,1,0,68,62
660G38ZW,,0,1,1,1,1,15,11,1,49,5,0,1,0,57,35
677F07YE,,0,0,0,1,0,15,4,0,32,2,0,1,0,52,46
696R09CT,,0,0,1,0,0,25,7,1,63,3,0,0,0,54,80
811N56NT,,1,1,1,1,0,15,9,1,63,3,0,0,0,66,108
504E65LO,,0,1,1,0,0,15,5,0,62,5,1,1,0,70,63
874C10DK,,0,1,0,0,1,15,3,0,50,0,0,1,0,63,78
294X05LK,,0,1,0,0,0,15,10,0,74,3,0,0,0,62,76
133X07GV,,0,0,0,1,0,15,3,0,63,3,0,0,0,72,134
474S32DH,,0,0,1,0,1,15,9,0,68,3,0,1,0,52,62
532M14AW,,0,1,0,0,0,15,1,0,63,3,0,0,0,65,41
683S35FP,,0,0,1,0,0,25,3,0,63,3,0,0,0,17,190
943T68HA,,0,0,0,1,1,15,6,1,63,3,0,0,0,59,112
050X24VK,,0,1,0,1,0,15,9,0,75,2,1,1,0,62,40
420Z88MH,,1,1,0,1,0,15,3,1,63,6,1,1,0,62,48
950I08EF,,0,1,1,0,1,25,6,1,84,5,0,1,0,24,469
909C08VR,,1,0,1,1,0,15,7,1,66,0,1,1,0,62,47
878A79GE,,0,0,0,1,0,25,5,0,68,0,1,1,0,64,78
871I02SS,,0,0,0,1,1,15,9,1,63,3,0,0,0,64,77
878M78HZ,,0,1,0,0,0,25,1,0,63,3,1,0,0,45,51
673D99LH,,0,1,0,1,1,15,6,1,44,3,0,1,1,65,100
644P72ES,,1,0,1,1,1,25,5,1,30,3,0,0,0,40,227
977I12TK,,0,1,0,0,0,25,3,0,36,3,0,1,0,56,103
947Y84ZA,,0,0,1,1,0,15,1,0,63,3,0,0,0,39,148
758S75YR,,0,0,0,1,1,25,5,0,63,6,1,1,0,60,66
835N01ES,,0,0,0,0,1,15,10,1,83,0,0,1,0,55,75
819I38TP,,0,0,0,0,1,15,6,0,40,3,0,0,0,62,70
412U39LY,,1,1,1,1,1,15,4,1,25,4,1,1,0,46,57
602Z81HZ,,0,1,0,0,0,15,8,1,63,3,0,0,0,34,203
246O44WW,,0,0,1,0,0,15,3,0,59,1,1,1,0,50,48
933S42PS,,1,1,0,0,1,50,4,0,63,1,0,1,0,63,58
165J54NJ,,0,0,0,1,0,15,3,0,63,3,0,0,0,65,92
002Y36VG,,0,1,0,1,1,15,7,1,48,3,0,0,0,51,106
518E31RW,,0,0,0,1,0,25,9,0,92,1,1,1,0,57,70
863D91BX,,1,1,0,1,0,50,6,0,63,3,0,0,0,55,123
925X61ZM,,0,1,1,0,0,50,5,0,76,0,1,1,0,51,64
202O02GX,,0,0,0,0,1,25,8,0,63,3,0,0,0,66,153
064A69ZA,,0,1,0,0,0,25,4,0,84,3,0,1,0,62,58
699L39AE,,0,0,1,1,0,15,6,1,73,3,1,1,0,61,86
259T00BP,,0,1,0,0,0,25,10,1,45,0,1,1,0,62,85
559W82CD,,0,0,0,1,0,15,3,0,63,3,0,0,0,27,387
298E87LB,,0,1,1,0,1,15,8,1,87,4,1,0,0,36,159
409W63ZX,,0,0,0,0,1,15,9,1,48,5,1,1,0,63,84
161O81EW,,1,0,1,0,1,50,6,0,54,6,0,1,1,59,332
150M60FK,,0,1,1,1,1,15,10,1,88,1,0,1,0,56,105
731F23KK,,0,1,1,0,0,15,9,0,73,2,0,1,0,56,58
411Z81BI,,0,0,0,1,1,15,10,1,91,3,0,0,0,54,123
475U30CZ,,1,1,1,1,1,15,5,1,67,5,1,1,0,66,120
915M90PD,,0,1,1,0,1,15,4,0,87,6,1,1,0,69,185
633E47VA,,0,0,0,1,0,25,1,0,63,0,1,1,0,22,37
480W06AA,,0,0,0,1,0,15,1,0,63,3,0,0,0,61,58
976D03OW,,1,0,1,1,0,25,6,1,53,4,0,1,0,63,59
898U92JU,,0,1,1,1,1,25,7,1,40,4,1,1,0,70,151
521G54JO,,0,1,1,0,0,25,3,0,63,3,1,0,0,0,0
175Q36NR,,0,0,1,1,0,25,7,0,63,3,1,0,0,44,26
728D18FB,,0,1,0,1,0,25,10,1,46,6,0,1,0,72,88
312T67OZ,,0,1,1,0,0,15,11,1,75,5,1,1,0,54,97
240E70KZ,,0,0,0,1,1,15,5,0,84,3,1,1,0,73,80
014B59RM,,0,1,1,1,0,50,1,0,39,3,0,0,0,60,53
563L18JV,,0,1,1,0,1,15,4,0,52,6,0,1,0,69,209
416U00BP,,0,0,1,0,1,15,11,1,65,3,0,0,0,72,34
113S40FO,,0,1,0,1,1,15,9,1,63,3,0,0,0,71,108
677V13NN,,1,0,1,1,0,15,5,1,44,4,1,1,0,63,152
000Q45JN,,0,0,1,1,0,15,2,0,47,2,0,1,0,51,55
980H49JW,,0,0,0,1,0,25,2,0,86,4,0,1,0,57,57
784O23TA,,0,0,0,1,0,15,1,0,30,4,0,1,0,67,102
264S35TR,,1,0,1,0,1,15,8,0,63,4,0,1,0,50,45
236I03VW,,0,1,0,0,0,15,4,0,60,5,0,1,0,63,217
580D44FI,,0,1,1,0,1,15,1,0,69,6,0,1,1,71,264
501U04SU,,1,0,1,1,1,50,9,1,63,1,1,1,0,66,44
274M84ZG,,0,1,0,1,1,15,6,1,63,3,1,0,0,60,58
305U17PM,,0,1,0,0,0,15,11,1,72,4,0,1,0,72,50
935S72YU,,0,1,1,1,1,15,3,0,82,4,1,1,0,68,84
347A63BN,,1,0,1,0,0,15,7,0,53,4,1,1,0,74,187
360Q99FW,,0,0,1,1,0,15,1,0,71,3,1,1,1,31,27
066S77KX,,0,1,0,0,0,25,3,0,63,3,1,0,0,74,310
636U62UM,,1,0,0,0,0,15,6,1,48,3,0,1,0,75,301
873X34OE,,0,0,0,0,1,15,1,0,74,0,0,1,0,64,35
250J02IQ,,0,0,0,1,1,25,9,0,80,0,0,1,0,46,48
133E46CC,,0,0,0,0,1,15,8,0,46,0,0,1,0,22,258
